COD_EST,FECHA,T_MAX,T_MED,T_MIN,H_R_MAX,H_R_MED,H_R_MIN,RADIACION,LLUVIA,LLUVIA_MIN,V_MAX,V_MED,V_MIN,CV1,CV2,CV3,CV4,DIRECCION,HORAS,H_T,H_HR,H_R,H_LL,H_TS,H_V,H_D,CALCULOS,MTMEN0,MTMEN7,MTMA30,MVMA50,T_S_MED,T_S_MAX,T_S_MIN
AL001,2008-03-27T00:00:00,21.73,18.1975,15.19,68.8,38.95875,26.57,21.07226,0,0,40.5,13.01142,0,382,43,547,468,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-03-28T00:00:00,24.18,16.93875,10.29,89.6,66.81709,36.81,22.62919,0,0,18.93,3.85475,0,413,151,690,186,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-03-29T00:00:00,21.9,16.90708,13.78,89.3,63.21541,36.51,14.01081,0,0,32.97,10.26684,0,725,712,0,3,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-03-30T00:00:00,18.4,15.74542,11.36,84.2,68.71251,41.5,16.23789,0,0,30.36,8.623207,0,120,123,934,263,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-03-31T00:00:00,20.26,15.97917,10.83,77.1,44.48333,21.27,23.45796,0.1,1,29.38,7.230583,0,299,289,690,162,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-01T00:00:00,21.81,15.16458,8.51,80.5,43.55333,23.59,23.39729,0,0,21.22,3.542292,0,546,400,398,96,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-02T00:00:00,21.62,15.11333,7.73,58.9,35.34959,15.87,24.2876,0,0,15.01,2.676208,0,817,516,102,5,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-03T00:00:00,24.1,16.52125,7.97,53.3,34.68375,13.89,24.15257,0,0,16.32,3.629417,0,815,603,15,7,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-04T00:00:00,21.11,15.17,8.45,63.3,49.98125,31.21,23.77728,0,0,34.27,9.664042,0,729,681,28,2,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-05T00:00:00,20.02,15.27958,9.34,74,57.11667,40.1,23.68001,0,0,17.63,4.577334,0,488,840,79,33,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-06T00:00:00,22.36,16.38292,9.57,86.8,65.88042,39.43,21.6086,0,0,39.49,7.834167,0,277,164,845,154,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-07T00:00:00,23.66,17.45792,12.41,95,66.7329,33.71,15.51031,0,0,42.1,11.26846,0,402,58,780,200,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-08T00:00:00,19.1,16.46625,14.37,84.4,72.77916,62.1,12.44205,0.6,1,46.3,16.21958,0.326,0,0,1120,320,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-09T00:00:00,24.08,18.4975,14.56,87.4,71.27918,46.3,17.67855,0,0,47,15.97454,0,13,0,1167,260,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-10T00:00:00,22.94,18.90917,15.39,89.5,62.43416,34.4,23.30928,57.6,35,59.4,19.20479,0.326,1,2,997,440,3,24,24,24,24,24,0,24,24,1,0,0,0,1,,,
AL001,2008-04-11T00:00:00,17.52,15.36458,13.18,80.9,50.84042,32.94,20.83892,5.4,5,52.2,17.45296,0,103,15,869,453,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-12T00:00:00,19.2,14.40167,7.22,73.8,45.83792,24.42,24.51352,0,0,30.36,6.482749,0,306,115,814,205,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-13T00:00:00,20.68,14.5475,7.65,83.1,59.37458,27.6,24.86707,0,0,28.4,5.872291,0,509,149,603,179,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-14T00:00:00,21.78,15.29875,8.05,86,56.45958,29.44,20.87248,0,0,20.24,3.593541,0,631,480,297,32,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-15T00:00:00,19.85,15.97209,11.28,82.3,50.00375,25.27,24.5426,0,0,28.72,9.673833,0,576,856,4,4,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-16T00:00:00,18.5,15.40708,12.56,80.7,50.11833,33.54,10.44288,0,0,21.22,5.994208,0,415,559,359,107,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-17T00:00:00,20.98,16.81208,13.75,82.8,68.91666,57.2,22.24966,1.1,1,43.1,16.58125,0,6,0,1085,349,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-18T00:00:00,19.07,16.44792,13.11,87.9,65.60835,52.3,19.00256,0.7,7,47.7,19.1925,0,22,15,912,491,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-19T00:00:00,19.53,15.92583,9.17,77.3,59.32916,43.7,25.50791,1.1,3,49.9,14.95438,0,106,54,879,401,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-20T00:00:00,18.48,15.5925,12.91,87,62.875,47.1,23.83992,1.3,4,45.7,17.50541,1.306,0,0,1066,374,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-21T00:00:00,21.74,16.09375,11.3,82.7,57.20208,23.93,24.70687,0,0,33.95,10.48792,0,120,59,1010,251,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-22T00:00:00,21.79,15.79708,8.82,86.7,60.28209,29.67,26.19079,0,0,27.09,6.226959,0,394,136,738,172,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-23T00:00:00,24.53,18.24583,10.78,85.9,53.76834,29.62,26.58549,0,0,21.54,4.538793,0,549,145,630,116,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-24T00:00:00,28.43,20.67333,12.01,65.1,43.07666,26.24,25.59996,0,0,27.09,3.546541,0,707,430,269,34,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-25T00:00:00,26,20.77875,15.85,61.3,37.62708,25.25,27.16751,0,0,31.66,11.84333,0.326,206,1232,2,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-26T00:00:00,25.42,20.06791,14.78,47.8,31.1375,18.51,27.04551,0,0,29.05,12.22958,0.326,111,1327,2,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-27T00:00:00,24.38,18.85875,12.92,57.6,36.04667,20.98,27.07456,0,0,25.79,5.666042,0,466,686,209,79,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-28T00:00:00,21.25,16.61667,10.26,74.2,61.925,41.9,22.81684,0,0,31.99,7.780168,0,383,81,886,90,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-29T00:00:00,23.46,18.29416,12.75,81.5,59.89917,32.53,26.55745,0,0,21.87,4.794584,0,397,511,476,56,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-04-30T00:00:00,23.54,17.82833,12.15,91.6,65.4975,35.64,26.96872,0,0,24.15,5.799417,0,324,295,661,160,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-01T00:00:00,21.82,17.0775,10.9,83.5,63.1125,45.8,26.9928,0,0,25.79,8.038583,0,504,926,10,0,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-02T00:00:00,23.39,18.58875,13.54,73.3,53.86583,26.94,24.49948,0,0,29.7,9.545457,0,382,1053,3,2,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-03T00:00:00,23.8,18.81625,13.84,75.6,47.88125,27.49,24.39939,0,0,30.36,9.306916,0,442,997,0,1,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-04T00:00:00,24.36,18.75958,12.59,77.8,55.27333,26.47,26.11257,0,0,19.58,3.868625,0,529,301,550,60,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-05T00:00:00,24.31,19.06584,13.26,75.7,61.63333,43.8,24.51568,0,0,21.54,3.752,0,627,209,537,67,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-06T00:00:00,25.22,20.02458,12.76,72.4,46.57291,29.36,22.28651,0,0,29.05,8.568166,0,721,704,4,11,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-07T00:00:00,26.76,22.45458,19.68,36.49,30.66875,25.47,19.7825,0,0,40.1,15.12208,3.59,1173,244,4,19,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-08T00:00:00,20.16,16.78667,14.33,92,75.48585,34.4,3.799342,33.7,298,24.81,6.499292,0,833,261,255,91,1,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-09T00:00:00,20.59,17.15,15.17,91.9,80.15833,59,17.80791,2.3,23,32.64,6.801876,0,252,37,588,563,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-10T00:00:00,20.11,16.5425,11.77,90.5,61.77501,42.2,26.75181,8.7,16,44.7,12.941,0,167,43,579,651,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-11T00:00:00,19.58,16.15042,14.02,89.9,75.55416,56,8.706585,2.7,24,20.89,4.848167,0,194,357,507,382,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-12T00:00:00,23.42,16.99333,11.21,92.9,72.44999,48.3,24.19973,0.3,3,62.3,5.004458,0,317,207,622,294,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-13T00:00:00,22.38,17.82541,12.38,92.6,72.8625,49.8,27.79824,0,0,22.52,6.060084,0,308,225,547,360,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-14T00:00:00,23.81,18.62333,14.57,88.3,71.1,41.8,24.01166,0,0,27.09,8.691082,0,71,18,724,627,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-15T00:00:00,21.7,17.98375,15.15,90.3,70.98334,48.3,12.87247,0,0,14.36,3.415333,0,254,213,635,338,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-16T00:00:00,23.32,18.25667,13.79,91.6,72.7125,47.3,26.52417,0,0,23.83,6.308418,0,132,31,772,505,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-17T00:00:00,24.13,18.94375,14.5,90.8,69.8875,45.8,27.8366,0,0,24.15,5.651499,0,273,143,777,247,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-18T00:00:00,23.5,18.59167,15.48,87.9,68.42915,50.9,16.61475,0,0,31.66,6.664291,0,63,86,970,321,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-19T00:00:00,21.73,18.2175,14.87,84.7,58.73334,41,27.14397,0,0,31.33,9.720626,0,42,24,1264,110,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-20T00:00:00,23.06,17.80042,13,92,70.875,42.2,29.3522,0,0,27.42,6.514667,0,101,88,955,296,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-21T00:00:00,24.19,18.63083,12.7,89.6,69.66668,44.7,29.39031,0,0,27.74,6.081958,0,125,72,988,255,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-22T00:00:00,25.18,19.75791,14.99,92.3,70.03333,44.5,28.24578,0,0,24.15,6.580166,0,94,61,1085,200,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-23T00:00:00,26.51,20.48792,16.45,89.5,68.6875,40.2,27.23885,0,0,24.81,7.156083,0,78,86,1093,183,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-24T00:00:00,24.53,19.23167,16.2,87.8,67.25,40.1,27.30293,0,0,41.5,10.31067,0,15,82,1245,98,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-25T00:00:00,21,17.55458,15.72,83.8,66.52083,45,13.52143,0,0,33.62,9.171916,0,3,8,1312,117,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-26T00:00:00,20.45,17.32625,15.17,82.6,67.16251,47.2,16.80305,0,0,23.83,7.453375,0,45,6,1276,113,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-27T00:00:00,21.29,17.16958,14.29,88,70.41666,48.5,25.80949,0,0,41.5,10.73458,0,51,62,1194,133,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-05-28T00:00:00,15.4,14.235,13.23,87.1,84.6,79.9,0.0072288,0,0,15.34,3.684,0,67,1,232,60,3,6,6,6,6,6,0,6,6,0,0,0,0,0,,,
AL001,2008-06-01T00:00:00,24.19,19.06,13.72,87.3,66.68749,44.3,29.96242,0,0,23.83,5.470708,0,168,171,816,285,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-02T00:00:00,23.65,19.26125,14.37,83.3,66.18333,47.3,30.15295,0,0,25.13,6.688459,0,190,88,989,173,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-03T00:00:00,26.24,20.64083,13.71,85.3,58.34874,34.35,25.31507,0,0,18.6,4.505667,0,301,135,716,288,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-04T00:00:00,25.14,20.33208,15.38,87.1,65.91668,43.1,27.35701,0,0,20.56,5.852458,0,258,143,775,264,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-05T00:00:00,25.1,20.1825,16.5,90.4,73.29584,50.6,29.04026,0,0,23.83,8.678541,0,12,21,1339,68,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-06T00:00:00,24.83,21.04292,17.8,85.4,64.80001,45.9,29.12083,0,0,20.89,8.069709,0,135,616,21,668,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-07T00:00:00,26.99,21.15083,15.27,83,57.76375,32.86,28.99193,0,0,16.65,4.153625,0,226,592,162,460,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-08T00:00:00,24.87,20.80791,16.33,83.1,56.87666,32.78,30.20507,0,0,27.42,8.286335,0,226,614,8,592,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-09T00:00:00,23.77,20.54167,18.53,67.1,58.17083,46.7,23.99059,0,0,35.9,13.23042,1.632,488,361,9,582,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-10T00:00:00,25.46,20.92375,16.03,73.8,57.67083,42.3,26.68454,0,0,23.83,6.449333,0,341,564,28,507,2,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-11T00:00:00,24.53,20.82792,16.54,84,67.15417,52.8,22.70642,4,1,33.29,4.861208,0,249,167,747,277,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-12T00:00:00,26.04,22.14208,17.44,85.7,63.56667,44.3,28.39182,0,0,20.56,4.894458,0,178,78,928,256,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-13T00:00:00,28.52,23.69208,17.66,76.1,51.48709,28.33,29.67156,0,0,20.89,5.933042,0,119,67,1135,119,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-14T00:00:00,30.07,24.56292,18.14,90,51.73291,26.76,29.87387,0,0,25.79,7.037624,0,52,45,1207,136,3,24,24,24,24,24,0,24,24,1,0,0,1,0,,,
AL001,2008-06-15T00:00:00,29.59,23.69459,18.33,82.9,57.06292,28.68,29.85351,0,0,28.07,6.4195,0,368,105,759,208,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-16T00:00:00,27.3,22.4525,16.45,87.3,65.5375,45.2,30.3798,0,0,37.21,11.05979,0,248,84,964,144,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-17T00:00:00,27.47,22.46625,16.64,88.5,61.07418,36.41,30.59742,0,0,21.22,5.584875,0,273,65,948,154,3,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-06-18T00:00:00,28.38,23.26377,18.46,79,53.54953,34.17,22.77866,0,0,15.99,3.861762,0,132,266,7,789,4,21,20,21,21,21,12,21,21,0,5,5,0,0,29.73417,,
AL001,2008-06-19T00:00:00,30.26,26.39733,21.2,61.67,42.93867,28.24,27.91811,0,0,5,1.249467,0,298,133,17,355,4,15,15,15,15,15,15,15,15,0,0,0,10,0,30.74667,34.7,25.6
AL001,2008-06-20T00:00:00,30.78,27.11733,21.1,67.44,36.45066,23.06,28.16143,0,0,5.125,1.622867,0,103,67,20,641,4,15,15,15,15,15,15,15,15,0,0,0,122,0,30.50267,33.92,26.19
AL001,2008-06-21T00:00:00,30.84,27.94733,24.86,33.73,25.966,20.53,28.53846,0,0,7.75,3.518467,0,28,0,11,698,4,15,15,15,15,15,15,15,15,0,0,0,104,0,30.08066,33.23,26.63
AL001,2008-06-22T00:00:00,31.35,28.28667,23.31,60.38,35.864,20.91,26.83537,0,0,7.625,3.660933,0.375,31,1,9,750,4,15,15,15,15,15,15,15,15,0,0,0,154,0,30.182,32.56,27.19
AL001,2008-06-23T00:00:00,30.64,26.19667,21.7,87.6,59.75666,38.67,25.38299,0,0,6.875,2.763333,0,199,277,1,396,4,15,15,15,15,15,15,15,15,0,0,0,18,0,30.38,33.23,27.09
AL001,2008-06-24T00:00:00,30.74,27.106,21.03,91.1,53.242,33.6,27.97571,0,0,5.25,2.052934,0,516,367,11,5,1,15,15,15,15,15,12,15,15,0,0,0,128,0,30.8675,34.55,26.55
AL001,2008-06-25T00:00:00,32.36,29.47533,23.93,60.05,36.13,24.12,27.1989,0,0,5.375,2.3796,0,34,0,0,832,4,15,15,15,15,15,15,15,15,0,0,0,589,0,31.60933,34.8,27.52
AL001,2008-06-26T00:00:00,31.85,28.47933,23.08,60.15,41.61333,29.13,26.8285,0,0,6.5,2.506733,0,40,0,3,817,4,15,15,15,15,15,15,15,15,0,0,0,312,0,31.29466,34.29,27.76
AL001,2008-06-27T00:00:00,32.56,28.946,24.5,59.61,40.42533,24.93,26.90978,0,0,5.25,1.966533,0,115,57,3,622,4,15,15,15,15,15,12,15,15,0,0,0,421,0,31.34917,34.47,27.87
AL001,2008-06-28T00:00:00,31.82,28.50733,23.79,59.89,40.404,29.5,26.9748,0,0,4.875,1.833133,0,60,0,1,797,4,15,15,15,15,15,12,15,15,0,0,0,405,0,31.36584,34.63,28.13
AL001,2008-06-29T00:00:00,31.28,28.01933,22.91,63.31,38.86,25.19,27.12803,0,0,5.125,1.804267,0,43,0,1,760,4,15,15,15,15,15,13,15,15,0,0,0,275,0,31.54307,34.96,28.04
AL001,2008-06-30T00:00:00,34.04,29.36867,22.85,81.4,37.078,26.61,22.49891,0,0,3.625,1.000333,0,162,104,22,494,4,15,15,15,15,15,12,15,15,0,0,0,434,0,31.81167,34.98,27.95
AL001,2008-07-01T00:00:00,32.63,29.062,22.78,89.4,47.93734,25.4,27.18637,0,0,4,0.8524,0,406,417,28,38,2,15,15,15,15,15,10,15,15,0,0,0,526,0,31.792,34.89,28.36
AL001,2008-07-02T00:00:00,33.37,29.17933,24.5,82.6,49.42066,29.89,27.06527,0,0,3.25,0.8204001,0,371,466,35,20,2,15,15,15,15,15,9,15,15,0,0,0,456,0,31.74111,34.03,28.8
AL001,2008-07-03T00:00:00,32.23,28.512,24.03,64.05,47.47333,29.77,27.58507,0,0,5.125,1.0768,0,339,328,33,145,1,15,15,15,15,15,10,15,15,0,0,0,324,0,32.081,34.86,29.16
AL001,2008-07-04T00:00:00,30.14,27.78666,23.39,83.1,57.972,49.25,26.46363,0,0,6.25,2.344067,0,80,0,20,759,4,15,15,15,15,15,2,15,15,0,0,0,8,0,29.685,30.25,29.12
AL001,2008-07-05T00:00:00,30.64,25.5525,21.81,89.2,74.10873,54.57,25.35649,0,0,4,0.7824583,0,381,673,204,180,2,24,24,24,24,24,0,24,24,1,0,0,29,0,,,
AL001,2008-07-06T00:00:00,31.42,25.97708,20.67,92.2,66.74292,38.52,29.50307,0,0,5.25,0.8237082,0,610,689,95,40,2,24,24,24,24,24,0,24,24,1,0,0,301,0,,,
AL001,2008-07-07T00:00:00,30.84,24.52833,18.62,90,60.79959,30.18,28.90704,0,0,4,0.8090416,0,642,662,87,44,2,24,24,24,24,24,0,24,24,1,0,0,43,0,,,
AL001,2008-07-08T00:00:00,30.34,25.50709,19.66,86.5,68.04542,50.05,27.34832,0,0,7,2.192875,0,80,31,270,1049,4,24,24,24,24,24,0,24,24,1,0,0,13,0,,,
AL001,2008-07-09T00:00:00,31.18,26.05541,21.41,83.4,69.49334,48.78,24.45539,0,0,4,1.187708,0,181,150,217,880,4,24,24,24,24,24,0,24,24,1,0,0,192,0,,,
AL001,2008-07-10T00:00:00,30.84,25.25084,21.98,90.6,75.38042,52.56,22.08154,0,0,5.125,1.164167,0,652,694,22,69,2,24,24,24,24,24,0,24,24,1,0,0,73,0,,,
AL001,2008-07-11T00:00:00,33.57,26.05583,21.58,90.1,66.64498,31.85,29.40181,0,0,5.25,1.302125,0,826,541,38,30,1,24,24,24,24,24,0,24,24,1,0,0,326,0,,,
AL001,2008-07-12T00:00:00,31.59,25.15125,18.22,89.6,63.08999,39.33,29.53041,0,0,5.25,1.090792,0,758,263,235,177,1,24,24,24,24,24,0,24,24,1,0,0,251,0,,,
AL001,2008-07-13T00:00:00,28.63,24.64042,20.8,86.6,68.84958,53.45,28.05603,0,0,6.375,2.01625,0,124,8,239,1057,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-07-14T00:00:00,28.42,24.09709,20.84,88.8,67.43208,45.39,18.27096,5.6,0,6.875,2.471958,0,35,1,671,725,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-07-15T00:00:00,26.88,23.87334,21.04,75.01,61.38334,45.57,22.18149,0,0,9,3.076208,0,43,1,494,894,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-07-16T00:00:00,28.29,24.12916,22.41,72.29,61.80167,46.81,13.25665,0,0,7.5,2.864917,0.125,24,0,659,755,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-07-17T00:00:00,30.81,25.86708,21.71,85.6,61.47417,41.78,25.7044,0,0,3.625,1.089083,0,291,78,125,938,4,24,24,24,24,24,0,24,24,1,0,0,93,0,,,
AL001,2008-07-18T00:00:00,30.24,25.70083,21.21,81.3,60.93333,36.91,27.06573,0,0,6.375,2.30075,0,63,0,64,1300,4,24,24,24,24,24,0,24,24,1,0,0,11,0,,,
AL001,2008-07-19T00:00:00,30.88,26.47375,22.78,80.3,55.25958,34.79,21.68721,0,0,6.375,2.504917,0,62,6,179,1185,4,24,24,24,24,24,0,24,24,1,0,0,150,0,,,
AL001,2008-07-20T00:00:00,31.38,25.90042,21.11,85.7,63.06584,42.83,24.76766,0,0,5,1.113417,0,724,426,163,123,1,24,24,24,24,24,0,24,24,1,0,0,320,0,,,
AL001,2008-07-21T00:00:00,31.28,26.04333,21.88,96.3,71.8225,48.31,24.04264,0,0,6.625,1.750917,0,418,143,45,822,4,24,24,24,24,24,0,24,24,1,0,0,126,0,,,
AL001,2008-07-22T00:00:00,29.33,25.43875,22.42,90.8,68.56792,46.82,24.72376,0,0,5.875,2.340292,0.125,64,0,119,1248,4,24,24,24,24,24,0,24,24,1,0,0,0,0,,,
AL001,2008-07-23T00:00:00,32.39,26.49042,20.94,67.45,48.80416,30.67,26.89235,0,0,4.25,1.374542,0,60,0,292,1082,4,24,24,24,24,24,0,24,24,1,0,0,344,0,,,
AL001,2008-07-24T00:00:00,31.28,26.63875,22.42,86.5,56.87125,35.85,26.01754,0,0,5.875,1.528,0,606,584,101,143,1,24,24,24,24,24,0,24,24,1,0,0,325,0,,,
AL001,2008-07-25T00:00:00,30.78,25.74292,19.66,94.9,69.28918,45.62,27.46789,0,0,6.75,1.8155,0,711,443,191,95,1,24,24,24,24,24,0,24,24,1,0,0,156,0,,,
AL001,2008-07-26T00:00:00,33,26.71958,20.13,94.1,66.145,34.22,27.06766,0,0,6.5,1.768208,0,611,470,130,220,1,24,24,24,24,24,0,24,24,1,0,0,543,0,,,
AL001,2008-07-27T00:00:00,34.15,27.1175,21.31,93.2,70.47709,37.21,26.97065,0,0,5.5,1.460583,0,675,422,168,174,1,24,24,24,24,24,0,24,24,1,0,0,534,0,,,
AL001,2008-07-28T00:00:00,32.9,26.74958,22.59,93.4,71.41209,47.66,26.77961,0,0,5.875,1.459333,0,574,307,144,416,1,24,24,24,24,24,0,24,24,1,0,0,316,0,,,
AL001,2008-07-29T00:00:00,33.3,27.14625,21.75,91.8,65.94916,41.62,26.10925,0,0,3.75,1.198458,0,203,46,283,899,4,24,24,24,24,24,0,24,24,1,0,0,450,0,,,
AL001,2008-07-30T00:00:00,31.75,26.55,22.08,89.1,72.23458,52.5,24.77322,0,0,5.75,1.487625,0,428,316,312,380,1,24,24,24,24,24,0,24,24,1,0,0,289,0,,,
AL001,2008-07-31T00:00:00,30.94,26.34875,22.42,92.9,70.56083,44.33,26.3446,0,0,6.375,1.946959,0,800,524,87,26,1,24,24,24,24,24,0,24,24,1,0,0,87,0,,,
AL001,2008-08-01T00:00:00,33.61,27.35833,20.26,90.9,61.02791,29.69,25.97131,0,0,6.125,1.45075,0,553,411,251,224,1,24,24,24,24,24,0,24,24,1,0,0,585,0,,,
AL001,2008-08-02T00:00:00,31.92,27.28583,23.53,89.6,68.24583,48.56,25.50958,0,0,7.5,2.734167,0,74,0,157,1197,4,24,24,24,24,24,0,24,24,1,0,0,313,0,,,
AL001,2008-08-03T00:00:00,32.7,28.02875,24.84,80.8,54.80417,32.86,26.26804,0,0,7.75,3.172333,0,55,1,313,1063,4,24,24,24,24,24,0,24,24,1,0,0,531,0,,,
AL001,2008-08-04T00:00:00,35.32,28.95334,23.09,79.16,44.20918,20.03,25.58139,0,0,4.5,1.414542,0,114,19,251,1052,4,24,24,24,24,24,0,24,24,1,0,0,662,0,,,
AL001,2008-08-05T00:00:00,35.39,28.68375,22.55,92.8,50.8,28.41,25.66377,0,0,4.5,1.023542,0,288,64,435,647,4,24,24,24,24,24,0,24,24,1,0,0,638,0,,,
AL001,2008-08-06T00:00:00,33.3,27.08125,21.31,95,67.97083,42.09,25.65957,0,0,6.5,1.727083,0,744,299,165,232,1,24,24,24,24,24,0,24,24,1,0,0,538,0,,,
AL001,2008-08-07T00:00:00,32.63,26.49917,21.24,94.7,70.39459,30.6,24.25773,0,0,8.13,2.346167,0,753,506,121,60,1,24,24,24,24,24,0,24,24,1,0,0,296,0,,,
AL001,2008-08-08T00:00:00,31.99,26.67125,19.46,91.3,66.31792,41.9,25.76812,0,0,5.375,1.463042,0,266,40,184,948,4,24,24,24,24,24,0,24,24,1,0,0,445,0,,,
AL001,2008-08-09T00:00:00,30.98,26.95167,23.4,85.8,70.01334,52.43,24.07897,0,0,5.25,1.508542,0,57,0,152,1223,4,24,24,24,24,24,0,24,24,1,0,0,210,0,,,
